order_id,order_date,region,channel,customer_id,customer_type,sales_rep,category,product,qty,discount,status,unit_price,revenue,cost,order_date_original,region_original,channel_original,category_original,region_missing_flag,region_reporting,discount_original,unit_price_original,revenue_original,cost_original,discount_corrected_flag,reference_unit_price,scale_corrected_flag,cost_imputed_flag,year,month,quarter,year_month,net_revenue,net_cost,gross_profit,margin_pct,qty_outlier_flag,negative_margin_flag
ORD-100011,2024-09-01,Jakarta,Offline,C00105,Retail,SR02,Networking,Router WiFi 6 R600,2,0.05,Completed,1200000.0,2280000.0,1682400.0,2024-09-01,Jakarta,Offline,Networking,False,Jakarta,0.05,1200000.0,2280000.0,1682400.0,False,1200000.0,False,False,2024,9,Q3,2024-09,2280000.0,1682400.0,597600.0,0.26210526315789473,False,False
ORD-100244,2024-10-01,Jawa Barat,Offline,C00019,Retail,SR06,Aksesoris,Mouse Wireless M20,1,0.0,Completed,180000.0,180000.0,104900.0,2024-10-01,Jawa Barat,Offline,Aksesoris,False,Jawa Barat,0.0,180000.0,180000.0,104900.0,False,180000.0,False,False,2024,10,Q4,2024-10,180000.0,104900.0,75100.0,0.4172222222222222,False,False
ORD-100245,2024-10-01,Jakarta,Offline,C01111,UMKM,SR02,Printer & Tinta,Tinta Botol Set CMYK,2,0.05,Completed,280000.0,532000.0,327200.0,2024-10-01,Jakarta,Offline,Printer & Tinta,False,Jakarta,0.05,280000.0,532000.0,327200.0,False,280000.0,False,False,2024,10,Q4,2024-10,532000.0,327200.0,204800.0,0.3849624060150376,False,False
ORD-100481,2024-11-01,Kalimantan,Offline,C00523,UMKM,SR15,Peralatan Kantor,Kertas A4 80gsm (rim),7,0.0,Completed,55000.0,385000.0,264600.0,2024-11-01,Kalimantan,Offline,Peralatan Kantor,False,Kalimantan,0.0,55000.0,385000.0,264600.0,False,55000.0,False,False,2024,11,Q4,2024-11,385000.0,264600.0,120400.0,0.31272727272727274,False,False
ORD-100482,2024-11-01,Jakarta,Offline,C01477,UMKM,SR02,Networking,Switch 8 Port S8,1,0.0,Completed,450000.0,450000.0,299700.0,2024-11-01,Jakarta,Offline,Networking,False,Jakarta,0.0,450000.0,450000.0,,False,450000.0,False,True,2024,11,Q4,2024-11,450000.0,299700.0,150300.0,0.334,False,False
ORD-100483,2024-11-01,Jakarta,Offline,C00952,Retail,SR01,Networking,Switch 8 Port S8,5,0.0,Completed,450000.0,2250000.0,1498500.0,2024-11-01,Jakarta,Offline,Networking,False,Jakarta,0.0,450000.0,2250000.0,,False,450000.0,False,True,2024,11,Q4,2024-11,2250000.0,1498500.0,751500.0,0.334,False,False
ORD-100484,2024-11-01,Kalimantan,Online,K0098,Korporat,SYS-ONLINE,Peralatan Kantor,Kertas A4 80gsm (rim),7,0.05,Completed,55000.0,365750.0,266000.0,2024-11-01,Kalimantan,online,Peralatan Kantor,False,Kalimantan,0.05,55000.0,365750.0,266000.0,False,55000.0,False,False,2024,11,Q4,2024-11,365750.0,266000.0,99750.0,0.2727272727272727,False,False
ORD-100485,2024-11-01,Sulawesi,Offline,C01249,Retail,SR16,Laptop,Laptop Veno 13,2,0.0,Completed,6200000.0,12400000.0,11005600.0,2024-11-01,Sulawesi,Offline,Laptop,False,Sulawesi,0.0,6200000.0,12400000.0,11005600.0,False,6200000.0,False,False,2024,11,Q4,2024-11,12400000.0,11005600.0,1394400.0,0.1124516129032258,False,False
ORD-100486,2024-11-01,Kalimantan,Offline,C00324,Retail,SR15,Networking,Router WiFi 6 R600,5,0.0,Completed,1200000.0,6000000.0,4272500.0,2024-11-01,Kalimantan,Offline,Networking,False,Kalimantan,0.0,1200000.0,6000000.0,4272500.0,False,1200000.0,False,False,2024,11,Q4,2024-11,6000000.0,4272500.0,1727500.0,0.28791666666666665,False,False
ORD-100487,2024-11-01,Jawa Timur,Offline,C00438,Retail,SR09,Laptop,Laptop Veno 13,2,0.1,Completed,6200000.0,11160000.0,10983600.0,2024-11-01,Jawa Timur,Offline,Laptop,False,Jawa Timur,0.1,6200000.0,11160000.0,10983600.0,False,6200000.0,False,False,2024,11,Q4,2024-11,11160000.0,10983600.0,176400.0,0.015806451612903227,False,False
ORD-100488,2024-11-01,Jakarta,Online,C01110,Retail,SYS-ONLINE,Laptop,Laptop Veno 13,1,0.0,Completed,6200000.0,6200000.0,5620900.0,2024-11-01,JKT,Online,Laptop,False,Jakarta,0.0,6200000.0,6200000.0,5620900.0,False,6200000.0,False,False,2024,11,Q4,2024-11,6200000.0,5620900.0,579100.0,0.0934032258064516,False,False
ORD-100489,2024-11-01,Jawa Barat,Offline,C00115,Retail,SR04,Smartphone,Smartphone Lumo X,1,0.0,Completed,5500000.0,5500000.0,4808000.0,2024-11-01,Jawa Barat,Offline,Smartphone,False,Jawa Barat,0.0,5500000.0,5500000.0,4808000.0,False,5500000.0,False,False,2024,11,Q4,2024-11,5500000.0,4808000.0,692000.0,0.12581818181818183,False,False
ORD-100490,2024-11-01,Jakarta,Offline,C00037,UMKM,SR03,Laptop,Laptop Axio 14,4,0.0,Completed,8500000.0,34000000.0,30138400.0,2024-11-01,Jakarta,Offline,Laptop,False,Jakarta,0.0,8500000.0,34000000.0,30138400.0,False,8500000.0,False,False,2024,11,Q4,2024-11,34000000.0,30138400.0,3861600.0,0.11357647058823529,False,False
ORD-100491,2024-11-01,Jawa Timur,Offline,C00415,Retail,SR09,Aksesoris,Headset USB H3,5,0.0,Completed,350000.0,1750000.0,1056500.0,2024-11-01,Jawa Timur,Offline,Aksesoris,False,Jawa Timur,0.0,350000.0,1750000.0,1056500.0,False,350000.0,False,False,2024,11,Q4,2024-11,1750000.0,1056500.0,693500.0,0.3962857142857143,False,False
ORD-100492,2024-11-01,Jawa Barat,Online,C00731,UMKM,SYS-ONLINE,Smartphone,Smartphone Lumo A5,4,0.05,Completed,2800000.0,10640000.0,9657200.0,2024-11-01,Jawa Barat,Online,Smartphone,False,Jawa Barat,0.05,2800000.0,10640000.0,9657200.0,False,2800000.0,False,False,2024,11,Q4,2024-11,10640000.0,9657200.0,982800.0,0.09236842105263159,False,False
ORD-100493,2024-11-01,Jawa Timur,Offline,C00567,UMKM,SR08,Peralatan Kantor,Kertas A4 80gsm (rim),10,0.0,Completed,55000.0,550000.0,375000.0,2024-11-01,Jawa Timur,Offline,Peralatan Kantor,False,Jawa Timur,0.0,55000.0,550000.0,375000.0,False,55000.0,False,False,2024,11,Q4,2024-11,550000.0,375000.0,175000.0,0.3181818181818182,False,False
ORD-100761,2024-12-01,Jakarta,Offline,K0091,Korporat,SR03,Laptop,Laptop Veno 13,4,0.0,Completed,6200000.0,24800000.0,22396400.0,2024-12-01,Jakarta,Offline,Laptop,False,Jakarta,0.0,6200000.0,24800000.0,22396400.0,False,6200000.0,False,False,2024,12,Q4,2024-12,24800000.0,22396400.0,2403600.0,0.09691935483870968,False,False
ORD-100762,2024-12-01,Jakarta,Offline,C00163,Retail,SR02,Smartphone,Smartphone Lumo A5,1,0.1,Completed,2800000.0,2520000.0,2442400.0,2024-12-01,Jakarta,Offline,Smartphone,False,Jakarta,0.1,2800000.0,2520000.0,2442400.0,False,2800000.0,False,False,2024,12,Q4,2024-12,2520000.0,2442400.0,77600.0,0.030793650793650793,False,False
ORD-100763,2024-12-01,Jakarta,Offline,K0155,Korporat,SR02,Aksesoris,Headset USB H3,13,0.0,Completed,350000.0,4550000.0,2733900.0,2024-12-01,Jakarta,Offline,Aksesoris,False,Jakarta,0.0,350000.0,4550000.0,2733900.0,False,350000.0,False,False,2024,12,Q4,2024-12,4550000.0,2733900.0,1816100.0,0.39914285714285713,False,False
ORD-100764,2024-12-01,Kalimantan,Offline,C00476,Retail,SR13,Laptop,Laptop Axio Pro 15,1,0.05,Completed,13000000.0,12350000.0,11643400.0,2024-12-01,Kalimantan,Offline,LAPTOP,False,Kalimantan,0.05,13000000.0,12350000.0,11643400.0,False,13000000.0,False,False,2024,12,Q4,2024-12,12350000.0,11643400.0,706600.0,0.057214574898785425,False,False
ORD-100765,2024-12-01,,Online,C02230,Retail,SYS-ONLINE,Aksesoris,Keyboard Mekanik K7,2,0.05,Completed,650000.0,1235000.0,789800.0,2024-12-01,,Online,Aksesoris,True,Unknown,0.05,650000.0,1235000.0,789800.0,False,650000.0,False,False,2024,12,Q4,2024-12,1235000.0,789800.0,445200.0,0.36048582995951417,False,False
ORD-100766,2024-12-01,Sulawesi,Offline,C00457,UMKM,SR18,Peralatan Kantor,Kertas A4 80gsm (rim),6,0.05,Completed,55000.0,313500.0,225000.0,2024-12-01,Sulawesi,Offline,Peralatan Kantor,False,Sulawesi,0.05,55000.0,313500.0,225000.0,False,55000.0,False,False,2024,12,Q4,2024-12,313500.0,225000.0,88500.0,0.2822966507177033,False,False
ORD-100767,2024-12-01,Jakarta,Offline,C00859,UMKM,SR02,Smartphone,Smartphone Lumo A5,1,0.05,Completed,2800000.0,2660000.0,2458000.0,2024-12-01,Jakarta,Offline,Smartphone,False,Jakarta,0.05,2800000.0,2660000.0,2458000.0,False,2800000.0,False,False,2024,12,Q4,2024-12,2660000.0,2458000.0,202000.0,0.07593984962406015,False,False
ORD-100768,2024-12-01,Jawa Timur,Offline,C01146,UMKM,SR07,Aksesoris,Power Bank 20000mAh,3,0.0,Completed,320000.0,960000.0,607200.0,2024-12-01,Jawa Timur,Offline,Aksesoris,False,Jawa Timur,0.0,320000.0,960000.0,607200.0,False,320000.0,False,False,2024,12,Q4,2024-12,960000.0,607200.0,352800.0,0.3675,False,False
ORD-100769,2024-12-01,Kalimantan,Offline,C00521,Retail,SR15,Peralatan Kantor,Kursi Ergonomis E1,4,0.0,Completed,1900000.0,7600000.0,5123600.0,2024-12-01,kalimantan,Offline,Peralatan Kantor,False,Kalimantan,0.0,1900000.0,7600000.0,5123600.0,False,1900000.0,False,False,2024,12,Q4,2024-12,7600000.0,5123600.0,2476400.0,0.3258421052631579,False,False
ORD-100770,2024-12-01,Jakarta,Offline,C02091,Retail,SR02,Printer & Tinta,Printer InkJet P200,1,0.1,Completed,2100000.0,1890000.0,1701600.0,2024-12-01,Jakarta,Offline,Printer & Tinta,False,Jakarta,0.1,2100000.0,1890000.0,1701600.0,False,2100000.0,False,False,2024,12,Q4,2024-12,1890000.0,1701600.0,188400.0,0.09968253968253968,False,False
ORD-100012,2024-09-02,Jakarta,Online,C00278,UMKM,SYS-ONLINE,Peralatan Kantor,Kertas A4 80gsm (rim),2,0.15,Completed,55000.0,93500.0,76600.0,2024-09-02,Jakarta,Online,Peralatan Kantor,False,Jakarta,0.15,55000.0,93500.0,76600.0,False,55000.0,False,False,2024,9,Q3,2024-09,93500.0,76600.0,16900.0,0.18074866310160428,False,False
ORD-100013,2024-09-02,Sumatera,Offline,C00954,UMKM,SR11,Aksesoris,Headset USB H3,10,0.0,Completed,350000.0,3500000.0,2130000.0,2024-09-02,Sumatera,Offline,Aksesoris,False,Sumatera,0.0,350000.0,3500000.0,2130000.0,False,350000.0,False,False,2024,9,Q3,2024-09,3500000.0,2130000.0,1370000.0,0.3914285714285714,False,False
ORD-100014,2024-09-02,Jawa Barat,Offline,C01329,UMKM,SR05,Peralatan Kantor,Kursi Ergonomis E1,6,0.0,Completed,1900000.0,11400000.0,7766400.0,2024-09-02,Jawa Barat,Offline,Peralatan Kantor,False,Jawa Barat,0.0,1900000.0,11400000.0,7766400.0,False,1900000.0,False,False,2024,9,Q3,2024-09,11400000.0,7766400.0,3633600.0,0.31873684210526315,False,False
ORD-100015,2024-09-02,Jawa Timur,Offline,C00927,Retail,SR08,Printer & Tinta,Printer InkJet P200,2,0.05,Completed,2100000.0,3990000.0,3402400.0,2024-09-02,Jawa Timur,Offline,Printer & Tinta,False,Jawa Timur,0.05,2100000.0,3990000.0,3402400.0,False,2100000.0,False,False,2024,9,Q3,2024-09,3990000.0,3402400.0,587600.0,0.14726817042606516,False,False
ORD-100016,2024-09-02,Jawa Barat,Offline,K0089,Korporat,SR04,Networking,Router WiFi 6 R600,30,0.0,Completed,1200000.0,36000000.0,25531500.0,2024-09-02,Jawa Barat,Offline,Networking,False,Jawa Barat,0.0,1200000.0,36000000.0,,False,1200000.0,False,True,2024,9,Q3,2024-09,36000000.0,25531500.0,10468500.0,0.29079166666666667,False,False
ORD-100017,2024-09-02,Jakarta,Offline,C00364,Retail,SR02,Peralatan Kantor,Kursi Ergonomis E1,3,0.05,Completed,1900000.0,5415000.0,3905700.0,2024-09-02,Jakarta,Offline,Peralatan Kantor,False,Jakarta,0.05,1900000.0,5415000.0,3905700.0,False,1900000.0,False,False,2024,9,Q3,2024-09,5415000.0,3905700.0,1509300.0,0.2787257617728532,False,False
ORD-100246,2024-10-02,Jawa Barat,Offline,C01304,Retail,SR04,Laptop,Laptop Veno 13,2,0.0,Completed,6200000.0,12400000.0,10935200.0,2024-10-02,Jawa Barat,Offline,Laptop,False,Jawa Barat,0.0,6200000.0,12400000.0,10935200.0,False,6200000.0,False,False,2024,10,Q4,2024-10,12400000.0,10935200.0,1464800.0,0.11812903225806452,False,False
ORD-100247,2024-10-02,Jawa Timur,Online,C00132,Retail,SYS-ONLINE,Networking,Router WiFi 6 R600,1,0.1,Completed,1200000.0,1080000.0,843600.0,2024-10-02,Jawa Timur,Online,Networking,False,Jawa Timur,0.1,1200000.0,1080000.0,843600.0,False,1200000.0,False,False,2024,10,Q4,2024-10,1080000.0,843600.0,236400.0,0.21888888888888888,False,False
ORD-100248,2024-10-02,Jakarta,Offline,C00089,UMKM,SR01,Laptop,Laptop Veno 13,4,0.0,Completed,6200000.0,24800000.0,22423200.0,2024-10-02,Jakarta,Offline,Laptop,False,Jakarta,0.0,6200000.0,24800000.0,22423200.0,False,6200000.0,False,False,2024,10,Q4,2024-10,24800000.0,22423200.0,2376800.0,0.09583870967741935,False,False
ORD-100249,2024-10-02,Kalimantan,Online,C00660,Retail,SYS-ONLINE,Smartphone,Smartphone Lumo A5,1,0.0,Completed,2800000.0,2800000.0,2422400.0,2024-10-02,Kalimantan,Online,Smartphone,False,Kalimantan,0.0,2800000.0,2800000.0,2422400.0,False,2800000.0,False,False,2024,10,Q4,2024-10,2800000.0,2422400.0,377600.0,0.13485714285714287,False,False
ORD-100250,2024-10-02,Jawa Timur,Offline,C00760,UMKM,SR08,Printer & Tinta,Printer InkJet P200,1,0.0,Completed,2100000.0,2100000.0,1693000.0,2024-10-02,Jatim,Offline,Printer & Tinta,False,Jawa Timur,0.0,2100000.0,2100000.0,1693000.0,False,2100000.0,False,False,2024,10,Q4,2024-10,2100000.0,1693000.0,407000.0,0.19380952380952382,False,False
ORD-100251,2024-10-02,Jakarta,Online,C00913,UMKM,SYS-ONLINE,Smartphone,Smartphone Lumo A5,4,0.05,Completed,2800000.0,10640000.0,9590400.0,2024-10-02,Jakarta,Online,Smartphone,False,Jakarta,0.05,2800000.0,10640000.0,9590400.0,False,2800000.0,False,False,2024,10,Q4,2024-10,10640000.0,9590400.0,1049600.0,0.09864661654135339,False,False
ORD-100252,2024-10-02,Jawa Barat,Offline,C01162,Retail,SR06,Smartphone,Smartphone Lumo A5,2,0.0,Completed,2800000.0,5600000.0,4810000.0,2024-10-02,Jawa Barat,Offline,Smartphone,False,Jawa Barat,0.0,2800000.0,5600000.0,4810000.0,False,2800000.0,False,False,2024,10,Q4,2024-10,5600000.0,4810000.0,790000.0,0.14107142857142857,False,False
ORD-100494,2024-11-02,Jakarta,Online,C01369,UMKM,SYS-ONLINE,Networking,Switch 8 Port S8,9,0.1,Completed,450000.0,3645000.0,2697300.0,2024-11-02,Jakarta,Online,networking,False,Jakarta,0.1,450000.0,3645000.0,,False,450000.0,False,True,2024,11,Q4,2024-11,3645000.0,2697300.0,947700.0,0.26,False,False
ORD-100495,2024-11-02,Jakarta,Offline,C00283,UMKM,SR02,Printer & Tinta,Tinta Botol Set CMYK,1,0.05,Completed,280000.0,266000.0,163300.0,2024-11-02,Jakarta,Offline,Printer & Tinta,False,Jakarta,0.05,280000.0,266000.0,163300.0,False,280000.0,False,False,2024,11,Q4,2024-11,266000.0,163300.0,102700.0,0.38609022556390976,False,False
ORD-100496,2024-11-02,Jawa Barat,Offline,C00376,Retail,SR04,Laptop,Laptop Axio 14,1,0.05,Completed,8500000.0,8075000.0,7663600.0,2024-11-02,Jawa Barat,Offline,Laptop,False,Jawa Barat,0.05,8500000.0,8075000.0,7663600.0,False,8500000.0,False,False,2024,11,Q4,2024-11,8075000.0,7663600.0,411400.0,0.05094736842105263,False,False
ORD-100497,2024-11-02,Jakarta,Online,C00387,Retail,SYS-ONLINE,Smartphone,Smartphone Lumo X,2,0.05,Completed,5500000.0,10450000.0,9689600.0,2024-11-02,jakarta,Online,Smartphone,False,Jakarta,0.05,5500000.0,10450000.0,9689600.0,False,5500000.0,False,False,2024,11,Q4,2024-11,10450000.0,9689600.0,760400.0,0.07276555023923445,False,False
ORD-100498,2024-11-02,Sumatera,Offline,C00625,Retail,SR10,Aksesoris,Keyboard Mekanik K7,2,0.0,Completed,650000.0,1300000.0,792800.0,2024-11-02,Sumatera,Offline,Aksesoris,False,Sumatera,0.0,650000.0,1300000.0,792800.0,False,650000.0,False,False,2024,11,Q4,2024-11,1300000.0,792800.0,507200.0,0.39015384615384613,False,False
ORD-100499,2024-11-02,Sumatera,Offline,C00056,Retail,SR10,Peralatan Kantor,Kursi Ergonomis E1,2,0.0,Completed,1900000.0,3800000.0,2576200.0,2024-11-02,Sumatera,Offline,Peralatan Kantor,False,Sumatera,0.0,1900000.0,3800000.0,2576200.0,False,1900000.0,False,False,2024,11,Q4,2024-11,3800000.0,2576200.0,1223800.0,0.32205263157894737,False,False
ORD-100500,2024-11-02,Sulawesi,Offline,C01415,Retail,SR16,Printer & Tinta,Tinta Botol Set CMYK,1,0.0,Completed,280000.0,280000.0,162700.0,2024-11-02,Sulawesi,Offline,Printer & Tinta,False,Sulawesi,0.0,280000.0,280000.0,162700.0,False,280000.0,False,False,2024,11,Q4,2024-11,280000.0,162700.0,117300.0,0.41892857142857143,False,False
ORD-100501,2024-11-02,Jakarta,Online,C00590,Retail,SYS-ONLINE,Aksesoris,Power Bank 20000mAh,2,0.05,Completed,320000.0,608000.0,401800.0,2024-11-02,Jakarta,Online,Aksesoris,False,Jakarta,0.05,320000.0,608000.0,401800.0,False,320000.0,False,False,2024,11,Q4,2024-11,608000.0,401800.0,206200.0,0.3391447368421053,False,False
ORD-100502,2024-11-02,Jawa Barat,Online,C02025,Retail,SYS-ONLINE,Laptop,Laptop Axio 14,1,0.1,Completed,8500000.0,7650000.0,7635700.0,2024-11-02,Jawa Barat,Online,Laptop,False,Jawa Barat,0.1,8500000.0,7650000.0,7635700.0,False,8500000.0,False,False,2024,11,Q4,2024-11,7650000.0,7635700.0,14300.0,0.001869281045751634,False,False
ORD-100503,2024-11-02,Jawa Barat,Offline,C00366,Retail,SR05,Printer & Tinta,Printer InkJet P200,2,0.05,Completed,2100000.0,3990000.0,3359600.0,2024-11-02,Jawa barat,Offline,Printer & Tinta,False,Jawa Barat,0.05,2100000.0,3990000.0,3359600.0,False,2100000.0,False,False,2024,11,Q4,2024-11,3990000.0,3359600.0,630400.0,0.1579949874686717,False,False
ORD-100771,2024-12-02,Kalimantan,Online,C00586,UMKM,SYS-ONLINE,Aksesoris,Keyboard Mekanik K7,4,0.05,Completed,650000.0,2470000.0,1615200.0,2024-12-02,Kalimantan,Online,aksesoris,False,Kalimantan,0.05,650000.0,2470000.0,1615200.0,False,650000.0,False,False,2024,12,Q4,2024-12,2470000.0,1615200.0,854800.0,0.34607287449392715,False,False
ORD-100772,2024-12-02,Kalimantan,Offline,C01836,Retail,SR13,Aksesoris,Power Bank 20000mAh,5,0.05,Completed,320000.0,1520000.0,995500.0,2024-12-02,kalimantan,Offline,Aksesoris,False,Kalimantan,0.05,320000.0,1520000.0,995500.0,False,320000.0,False,False,2024,12,Q4,2024-12,1520000.0,995500.0,524500.0,0.3450657894736842,False,False
ORD-100773,2024-12-02,Jawa Barat,Online,C02087,Retail,SYS-ONLINE,Networking,Switch 8 Port S8,3,0.0,Completed,450000.0,1350000.0,904800.0,2024-12-02,Jawa Barat,Online,Networking,False,Jawa Barat,0.0,450000.0,1350000.0,904800.0,False,450000.0,False,False,2024,12,Q4,2024-12,1350000.0,904800.0,445200.0,0.3297777777777778,False,False
ORD-100774,2024-12-02,Jawa Timur,Offline,C00463,Retail,SR09,Smartphone,Smartphone Lumo X,1,0.0,Completed,5500000.0,5500000.0,4799300.0,2024-12-02,Jawa Timur,Offline,Smartphone,False,Jawa Timur,0.0,5500000.0,5500000.0,,False,5500000.0,False,True,2024,12,Q4,2024-12,5500000.0,4799300.0,700700.0,0.1274,False,False
ORD-100775,2024-12-02,Kalimantan,Offline,C01702,UMKM,SR15,Smartphone,Smartphone Lumo A5,2,0.0,Completed,2800000.0,5600000.0,4816600.0,2024-12-02,Kalimantan,Offline,Smartphone,False,Kalimantan,0.0,2800000.0,5600000.0,4816600.0,False,2800000.0,False,False,2024,12,Q4,2024-12,5600000.0,4816600.0,783400.0,0.13989285714285715,False,False
ORD-100776,2024-12-02,Jawa Timur,Offline,C01680,UMKM,SR08,Peralatan Kantor,Kertas A4 80gsm (rim),1,0.05,Completed,55000.0,52250.0,37500.0,2024-12-02,Jawa Timur,Offline,Peralatan Kantor,False,Jawa Timur,0.05,55000.0,52250.0,37500.0,False,55000.0,False,False,2024,12,Q4,2024-12,52250.0,37500.0,14750.0,0.2822966507177033,False,False
ORD-100777,2024-12-02,Sulawesi,Offline,C01512,Retail,SR18,Laptop,Laptop Axio 14,1,0.05,Completed,8500000.0,8075000.0,7527200.0,2024-12-02,Sulawesi,Offline,Laptop,False,Sulawesi,0.05,8500000.0,8075000.0,7527200.0,False,8500000.0,False,False,2024,12,Q4,2024-12,8075000.0,7527200.0,547800.0,0.0678390092879257,False,False
ORD-100778,2024-12-02,Jakarta,Offline,C01903,UMKM,SR02,Aksesoris,Power Bank 20000mAh,12,0.0,Completed,320000.0,3840000.0,2395200.0,2024-12-02,Jakarta,Offline,Aksesoris,False,Jakarta,0.0,320000.0,3840000.0,2395200.0,False,320000.0,False,False,2024,12,Q4,2024-12,3840000.0,2395200.0,1444800.0,0.37625,False,False
ORD-100779,2024-12-02,Sumatera,Online,C02343,UMKM,SYS-ONLINE,Aksesoris,Headset USB H3,2,0.0,Completed,350000.0,700000.0,425800.0,2024-12-02,Sumatera,Online,Aksesoris,False,Sumatera,0.0,350000.0,700000.0,425800.0,False,350000.0,False,False,2024,12,Q4,2024-12,700000.0,425800.0,274200.0,0.39171428571428574,False,False
ORD-100018,2024-09-03,Kalimantan,Offline,C01219,UMKM,SR14,Networking,Router WiFi 6 R600,1,0.0,Completed,1200000.0,1200000.0,842100.0,2024-09-03,Kalimantan,Offline,Networking,False,Kalimantan,0.0,1200000.0,1200000.0,842100.0,False,1200000.0,False,False,2024,9,Q3,2024-09,1200000.0,842100.0,357900.0,0.29825,False,False
ORD-100019,2024-09-03,Kalimantan,Offline,C00666,UMKM,SR15,Aksesoris,Mouse Wireless M20,1,0.1,Completed,180000.0,162000.0,103900.0,2024-09-03,Kalimantan,Offline,Aksesoris,False,Kalimantan,10.0,180000.0,162000.0,103900.0,True,180000.0,False,False,2024,9,Q3,2024-09,162000.0,103900.0,58100.0,0.358641975308642,False,False
